"","ds","ctv_S","ooh_S","facebook_S","search_S","newsletter","type","solID"
"809",2020-07-11,0.0241335773932667,0.0948509930915651,0.0405823038073783,0.0396099424974793,0.0649640908544026,"saturatedMedia","1_98_11"
"810",2020-07-18,0.0197015456444416,0.517380314386492,0.379323758546957,0.0273741266591544,0.0608399320869656,"saturatedMedia","1_98_11"
"811",2020-07-25,0.0133594815184082,0.371161253388382,0.209941096150849,0.0392328614878375,0.116191152752984,"saturatedMedia","1_98_11"
"812",2020-08-01,0.0704927494170059,0.452559199783932,0.427859510101618,0.0536232193287892,0.120779135730828,"saturatedMedia","1_98_11"
"813",2020-08-08,0.0486114167831775,0.31278669264639,0.245371779836592,0.0669126637905257,0.163422484878053,"saturatedMedia","1_98_11"
"814",2020-08-15,0.112999352307733,0.200381643385898,0.259910138399376,0.00429877807274234,0.194799046467484,"saturatedMedia","1_98_11"
"815",2020-08-22,0.0790457876549167,0.12124441637452,0.229146344475283,0.000259856196088613,0.205500491203432,"saturatedMedia","1_98_11"
"816",2020-08-29,0.126666513307965,0.420930826717164,0.114457316937896,0.0626642789620456,0.0797297476237996,"saturatedMedia","1_98_11"
"817",2020-09-05,0.158094968273403,0.404948589233269,0.0867413071792577,0.0959091342773742,0.0427754639627564,"saturatedMedia","1_98_11"
"818",2020-09-12,0.112306905196943,0.457432853176018,0.0396597826345327,0.112138390749502,0.0900154445900778,"saturatedMedia","1_98_11"
"819",2020-09-19,0.0785429802951715,0.363763806215202,0.409631831052382,0.119372869804089,0.138333940178526,"saturatedMedia","1_98_11"
"820",2020-09-26,0.0543088130164257,0.449763846493787,0.231769126838605,0.101476154887569,0.0597281714021412,"saturatedMedia","1_98_11"
"821",2020-10-03,0.484318056383157,0.444145505322295,0.371330845313201,0.115427725100684,0.118155807812876,"saturatedMedia","1_98_11"
"822",2020-10-10,0.387539238300948,0.305521328310095,0.402328971725941,0.148785166658234,0.214348347286511,"saturatedMedia","1_98_11"
"823",2020-10-17,0.528104890606852,0.278159650873764,0.448944204880335,0.143902629027508,0.262771839293934,"saturatedMedia","1_98_11"
"824",2020-10-24,0.429870081828843,0.433204777781733,0.466895082422571,0.160808457354846,0.217456983123472,"saturatedMedia","1_98_11"
"825",2020-10-31,0.579197880442868,0.296175873666111,0.479506932378506,0.207535023973899,0.17307853968579,"saturatedMedia","1_98_11"
"826",2020-11-07,0.481149454864742,0.422448321273044,0.490511934929824,0.180497914555913,0.269194506065196,"saturatedMedia","1_98_11"
"827",2020-11-14,0.523227577999753,0.287098412549506,0.465763998242242,0.013086727985488,0.231854622562562,"saturatedMedia","1_98_11"
"828",2020-11-21,0.44437736811831,0.423115141458017,0.483774074934762,0.000797692438017626,0.218414402207515,"saturatedMedia","1_98_11"
"829",2020-11-28,0.350160307691002,0.287657996633197,0.452537162468604,0.387059339121588,0.273501850626951,"saturatedMedia","1_98_11"
"830",2020-12-05,0.314116439896883,0.486798726945528,0.35617863712065,0.441399782551125,0.424588430689529,"saturatedMedia","1_98_11"
"831",2020-12-12,0.235796755867339,0.343078579566721,0.381514686765766,0.405008557186267,0.296405986673347,"saturatedMedia","1_98_11"
"832",2020-12-19,0.172104801923651,0.53615628033738,0.296571029772793,0.373386532744342,0.130548868594114,"saturatedMedia","1_98_11"
"833",2020-12-26,0.466636939990896,0.388906855999312,0.475110884814258,0.406902844227298,0.0403606576746203,"saturatedMedia","1_98_11"
"834",2021-01-02,0.485439757896373,0.579381555881934,0.440796031396442,0.397573821690205,0.339282686353059,"saturatedMedia","1_98_11"
"835",2021-01-09,0.38860570544683,0.431299206191626,0.458073769777598,0.380820088613106,0.27472824916348,"saturatedMedia","1_98_11"
"836",2021-01-16,0.319338286573009,0.294559811463359,0.470717892593914,0.357852880960756,0.338324413009271,"saturatedMedia","1_98_11"
"837",2021-01-23,0.240172530463188,0.186923245111109,0.481769096486789,0.367031649095277,0.220172331326926,"saturatedMedia","1_98_11"
"838",2021-01-30,0.313112282207093,0.112354344417657,0.442544509539699,0.380600005434288,0.27053214281839,"saturatedMedia","1_98_11"
"839",2021-02-06,0.234957201049322,0.0651494701378511,0.256602516578624,0.299519887417122,0.117111143124573,"saturatedMedia","1_98_11"
"840",2021-02-13,0.171441147718786,0.388635869293136,0.490003610172918,0.0250969668125519,0.179173913866688,"saturatedMedia","1_98_11"
"841",2021-02-20,0.122349446834087,0.259256320298804,0.294661230808989,0.00154745206546154,0.200150679513602,"saturatedMedia","1_98_11"
"842",2021-02-27,0.0858583524081035,0.161565618764344,0.556823637530231,0.127421478234645,0.25820580184442,"saturatedMedia","1_98_11"
"843",2021-03-06,0.0595128303742709,0.0959192077589143,0.353296508350191,0.186866485458686,0.175268087257984,"saturatedMedia","1_98_11"
"844",2021-03-13,0.0677995356942527,0.055190107944236,0.191941901076167,0.178274918287871,0.24628542781416,"saturatedMedia","1_98_11"
"845",2021-03-20,0.0467121788419915,0.0311592975870366,0.0936125651423768,0.153658295040488,0.246913940064359,"saturatedMedia","1_98_11"
"846",2021-03-27,0.0319586670186384,0.198735858525788,0.343567187072074,0.200754874230007,0.272535554677604,"saturatedMedia","1_98_11"
"847",2021-04-03,0.0217585275356238,0.120150940154045,0.185382313350088,0.199849622678292,0.0958875598421639,"saturatedMedia","1_98_11"
"848",2021-04-10,0.0147642794240703,0.580608183443612,0.0900389327605486,0.153366457566499,0.033537495099031,"saturatedMedia","1_98_11"
"849",2021-04-17,0.0222858965418552,0.432534715603144,0.0412483623686649,0.136456671916048,0.0919944314193434,"saturatedMedia","1_98_11"
"850",2021-04-24,0.01512474741114,0.532767123117313,0.0183630391191089,0.118981725995965,0.159169755727068,"saturatedMedia","1_98_11"
"851",2021-05-01,0.0982733779698497,0.385674560755495,0.00806805037291646,0.0851307667692847,0.0908981411361569,"saturatedMedia","1_98_11"
"852",2021-05-08,0.0684033815247415,0.529672007452221,0.00352408676604805,0.0807283569639297,0.0903870035055091,"saturatedMedia","1_98_11"
"853",2021-05-15,0.0471377103410983,0.382733987538019,0.00153534347817338,0.00525922957427637,0.170092964418461,"saturatedMedia","1_98_11"
"854",2021-05-22,0.0322543466001432,0.333050208520487,0.393113346053814,0.00031820276974472,0.197061078505554,"saturatedMedia","1_98_11"
"855",2021-05-29,0.0219619770650952,0.215648238996056,0.219753221499841,0.0327665376199207,0.102286318281352,"saturatedMedia","1_98_11"
"856",2021-06-05,0.0323315629316125,0.276830725565375,0.368465525213347,0.0663925128150818,0.0415049967931402,"saturatedMedia","1_98_11"
"857",2021-06-12,0.0220151141734604,0.174074008375546,0.202350751741159,0.0585891180503234,0.0414416034810848,"saturatedMedia","1_98_11"
"858",2021-06-19,0.106915863788163,0.103975528947732,0.109693958742011,0.094724803306553,0.0441530500235213,"saturatedMedia","1_98_11"
"859",2021-06-26,0.0746364283076413,0.419361787236995,0.0508478162295647,0.0824470050424392,0.017569892869443,"saturatedMedia","1_98_11"
"860",2021-07-03,0.0636685210823008,0.284513629935895,0.458375307723185,0.129957152500156,0.0777981282873784,"saturatedMedia","1_98_11"
"861",2021-07-10,0.0438056362496948,0.179613402401589,0.268991361609268,0.139264837697211,0.0687409577570287,"saturatedMedia","1_98_11"
"862",2021-07-17,0.0532906876585969,0.373717152965784,0.137927997215373,0.148203850647136,0.0335432926207075,"saturatedMedia","1_98_11"
"863",2021-07-24,0.0365390675130426,0.247295193357505,0.06504202368046,0.151085951725796,0.116394290792788,"saturatedMedia","1_98_11"
"864",2021-07-31,0.0508844788648382,0.463093186568717,0.0293598131499791,0.186060605972552,0.106895018543524,"saturatedMedia","1_98_11"
"865",2021-08-07,0.0348613839019923,0.43657680569821,0.0129811606999003,0.238861276203031,0.0949705383765481,"saturatedMedia","1_98_11"
"866",2021-08-14,0.115651557526247,0.299044035259751,0.00568597198657174,0.0185431328321128,0.171661338411791,"saturatedMedia","1_98_11"
"867",2021-08-21,0.0809738202430634,0.190210689401094,0.269246955309221,0.00113618259878591,0.197593795650598,"saturatedMedia","1_98_11"
"868",2021-08-28,0.433959772040129,0.114515042606651,0.255330088636387,0.256097292209696,0.304780922342465,"saturatedMedia","1_98_11"
"869",2021-09-04,0.340597491794036,0.0664703461586542,0.129741659556121,0.316480863778098,0.249349039344518,"saturatedMedia","1_98_11"
"870",2021-09-11,0.413698160489618,0.410671780380045,0.204197720171595,0.283186880754482,0.0946588648145958,"saturatedMedia","1_98_11"
"871",2021-09-18,0.32221359580548,0.277283517296266,0.100369746397068,0.320193148522044,0.144926413243074,"saturatedMedia","1_98_11"
"872",2021-09-25,0.494375318085536,0.421328996666318,0.339827835806132,0.389995073893257,0.224762863438206,"saturatedMedia","1_98_11"
"873",2021-10-02,0.644116795168997,0.374349913956799,0.182884966445065,0.392105627460367,0.285958346584566,"saturatedMedia","1_98_11"
"874",2021-10-09,0.633297943841975,0.536518638902046,0.432764411346519,0.424625219174489,0.209687653705106,"saturatedMedia","1_98_11"
"875",2021-10-16,0.537795736855205,0.389253211150507,0.428858219599768,0.412276405172804,0.369539954229969,"saturatedMedia","1_98_11"
"876",2021-10-23,0.547819465788939,0.343550271923155,0.440575766723328,0.425040132955125,0.367511723906228,"saturatedMedia","1_98_11"
"877",2021-10-30,0.461792004013324,0.223688363076532,0.454101588931984,0.453205085654772,0.164351061184768,"saturatedMedia","1_98_11"
"878",2021-11-06,0.428709784446183,0.520991167568523,0.417870866404501,0.51726154569211,0.242441192433042,"saturatedMedia","1_98_11"
"879",2021-11-13,0.335806914915729,0.374543584285426,0.491173637742036,0.0606008114017412,0.222176035909311,"saturatedMedia","1_98_11"
"880",2021-11-20,0.428386709041988,0.405917772136312,0.421901972769192,0.00386878653640041,0.215005672422766,"saturatedMedia","1_98_11"
"881",2021-11-27,0.335512734010471,0.273357398654361,0.376333804322652,0.61187787416426,0.356794534389889,"saturatedMedia","1_98_11"
"882",2021-12-04,0.34961566498906,0.362549353276993,0.330338979920551,0.649017309129228,0.243203934817052,"saturatedMedia","1_98_11"
"883",2021-12-11,0.265875897760125,0.238466782325375,0.377496101941752,0.61057895498805,0.343289282838849,"saturatedMedia","1_98_11"
"884",2021-12-18,0.40481193424208,0.361353725637698,0.295096967391157,0.617620039414266,0.403463201403758,"saturatedMedia","1_98_11"
"885",2021-12-25,0.557832997139751,0.237527880273671,0.475029848126206,0.567063352387818,0.487340186679482,"saturatedMedia","1_98_11"
"886",2022-01-01,0.45945237992776,0.146406453127676,0.44077500291028,0.574011221812886,0.581008724110184,"saturatedMedia","1_98_11"
"887",2022-01-08,0.364133783134374,0.118839667423347,0.45807004486084,0.582105897223858,0.598786470071476,"saturatedMedia","1_98_11"
"888",2022-01-15,0.402561832161298,0.0691222121085137,0.26874964080753,0.557405372103822,0.339260917934651,"saturatedMedia","1_98_11"
"889",2022-01-22,0.312228470296585,0.287206113095161,0.137781853821346,0.518414413947175,0.189254286762137,"saturatedMedia","1_98_11"
"890",2022-01-29,0.319240303195726,0.181565083434652,0.0649672875770961,0.497361816326971,0.159461088336871,"saturatedMedia","1_98_11"
"891",2022-02-05,0.240090269665413,0.108847550637272,0.178195037928035,0.556770499581674,0.421318584268865,"saturatedMedia","1_98_11"
"892",2022-02-12,0.207200950824431,0.28483579900733,0.0861571691998212,0.0703097862840839,0.293593239992892,"saturatedMedia","1_98_11"
"893",2022-02-19,0.149719837108728,0.179846645502825,0.0393790322473568,0.00453246625664801,0.240926400810498,"saturatedMedia","1_98_11"
"894",2022-02-26,0.146546643296365,0.297568006720751,0.0175119028679969,0.283580661440457,0.221082217819111,"saturatedMedia","1_98_11"
"895",2022-03-05,0.1036913112142,0.189126904398529,0.00769035379901837,0.367615282017876,0.204937050470695,"saturatedMedia","1_98_11"
"896",2022-03-12,0.248482012185383,0.352965919791933,0.00335839045540799,0.373426584844955,0.127933949181309,"saturatedMedia","1_98_11"
"897",2022-03-19,0.182180439165901,0.230974825070058,0.00146301706396966,0.317356152299677,0.133689595553002,"saturatedMedia","1_98_11"
"898",2022-03-26,0.197758396855354,0.347110647588775,0.000636651431283976,0.322891182981409,0.218039572004047,"saturatedMedia","1_98_11"
"899",2022-04-02,0.142426212697127,0.226435030820907,0.000276917936300667,0.281229491367466,0.147120187398371,"saturatedMedia","1_98_11"
"900",2022-04-09,0.100633756906653,0.19176077268825,0.000120423745131679,0.295089134642148,0.337520060243025,"saturatedMedia","1_98_11"
"901",2022-04-16,0.0701021027009095,0.115536270706225,0.318020761261096,0.245013914436143,0.273000987938298,"saturatedMedia","1_98_11"
"902",2022-04-23,0.0483357232948311,0.419578005725979,0.168577354221885,0.165270397190056,0.106020292356821,"saturatedMedia","1_98_11"
"903",2022-04-30,0.0330872311527917,0.284694411777825,0.543940575955551,0.121226956692761,0.0785776636670541,"saturatedMedia","1_98_11"
"904",2022-05-07,0.0225352768643159,0.325803257932041,0.341493868547141,0.187993700948138,0.0231240161386919,"saturatedMedia","1_98_11"
"905",2022-05-14,0.0152952477097348,0.210150945051949,0.550520936692007,0.0137468209543284,0.145361687435942,"saturatedMedia","1_98_11"
"906",2022-05-21,0.0117153908171613,0.235416981862804,0.347491200142824,0.0008384545615963,0.188697452567951,"saturatedMedia","1_98_11"
"907",2022-05-28,0.00792334659402303,0.144951399124303,0.284717527010713,0.132375505977914,0.268270760275246,"saturatedMedia","1_98_11"
"908",2022-06-04,0.00535206629868922,0.0853682458084814,0.147538237799425,0.190982770088507,0.281772354985483,"saturatedMedia","1_98_11"
"909",2022-06-11,0.014106727879607,0.0488770744718056,0.0699861593494978,0.196041671340115,0.149439704431521,"saturatedMedia","1_98_11"
"910",2022-06-18,0.00954813248833395,0.171540002381204,0.0316834996888967,0.244220328612758,0.219155587184349,"saturatedMedia","1_98_11"
"911",2022-06-25,0.00645300720561527,0.102335515738523,0.386117961418503,0.242517165416231,0.196203958055116,"saturatedMedia","1_98_11"
"912",2022-07-02,0.0270019169844347,0.427267580602221,0.214751132055069,0.177060017205602,0.170475620300426,"saturatedMedia","1_98_11"
"913",2022-07-09,0.0183538117570548,0.291151993539746,0.485865157122301,0.227307765467471,0.165140534483043,"saturatedMedia","1_98_11"
"914",2022-07-16,0.0284042558187115,0.327328178002673,0.291230475452356,0.237651751675552,0.115946451293191,"saturatedMedia","1_98_11"
"915",2022-07-23,0.0395448994288546,0.211304210529453,0.151578176956616,0.334354233922736,0.201739699222102,"saturatedMedia","1_98_11"
"916",2022-07-30,0.0269909979304757,0.128546773962317,0.0720821054639763,0.398467981942686,0.128276059750083,"saturatedMedia","1_98_11"
"917",2022-08-06,0.0462066107247233,0.349844131975543,0.032672656197131,0.460817342657389,0.430208410529069,"saturatedMedia","1_98_11"
"918",2022-08-13,0.0316074825287063,0.228550867228785,0.407171966488321,0.0489364432898309,0.297666358693022,"saturatedMedia","1_98_11"
"919",2022-08-20,0.204867550388122,0.37730475048526,0.229961299689473,0.00308822934563103,0.242466034179403,"saturatedMedia","1_98_11"
"920",2022-08-27,0.147912990255944,0.250153921981865,0.413643544731519,0.343393775322002,0.400097630742503,"saturatedMedia","1_98_11"
"921",2022-09-03,0.142780094422668,0.330833365276671,0.234731528397634,0.49067500097883,0.537588993760343,"saturatedMedia","1_98_11"
"922",2022-09-10,0.100896015405873,0.213962150477632,0.117673816178814,0.551428933201163,0.485410450390404,"saturatedMedia","1_98_11"
"923",2022-09-17,0.0702910123046944,0.284111922501379,0.375280696450572,0.522106692964503,0.572447595339168,"saturatedMedia","1_98_11"
"924",2022-09-24,0.0507183489643456,0.2684536203232,0.207101014910517,0.572104731305375,0.259556197100744,"saturatedMedia","1_98_11"
"925",2022-10-01,0.511248469800709,0.255028450697298,0.245425922189309,0.629526260208966,0.328297437687422,"saturatedMedia","1_98_11"
"926",2022-10-08,0.41340231887244,0.158589780836073,0.324025069074181,0.616983003688805,0.273572821997836,"saturatedMedia","1_98_11"
"927",2022-10-15,0.45439154265321,0.307273537403174,0.354317633820389,0.650866574944475,0.415317665979371,"saturatedMedia","1_98_11"
"928",2022-10-22,0.359424748297241,0.196283842908792,0.192635582771785,0.677532433573807,0.456366044420911,"saturatedMedia","1_98_11"
"929",2022-10-29,0.357072170386955,0.118525086588063,0.482946107777198,0.691017802886727,0.436286577428755,"saturatedMedia","1_98_11"
"930",2022-11-05,0.272294154140698,0.408112871921365,0.288823875762009,0.700037132056342,0.337274678340764,"saturatedMedia","1_98_11"
"931",2022-11-12,0.390341142627655,0.275167678388735,0.498225835250818,0.123193377392866,0.25785892235137,"saturatedMedia","1_98_11"
"932",2022-11-19,0.301366766140017,0.301660515329719,0.301543696018322,0.00838793972689124,0.227721792218482,"saturatedMedia","1_98_11"
"933",2022-11-26,0.399394203861338,0.192135947203477,0.471531219051448,0.643777796990265,0.0714614537071321,"saturatedMedia","1_98_11"
"934",2022-12-03,0.309403532083354,0.294629355858203,0.279516856964745,0.68803624601156,0.274694931441927,"saturatedMedia","1_98_11"
"935",2022-12-10,0.231861697554874,0.186974112441308,0.144337660773524,0.735405635096995,0.502406601873802,"saturatedMedia","1_98_11"
"936",2022-12-17,0.16899760205249,0.192157575907396,0.0683330784357485,0.74136752294617,0.430016040408843,"saturatedMedia","1_98_11"
"937",2022-12-24,0.579446241308891,0.115797943532487,0.498594539055662,0.770355350738798,0.577386643612547,"saturatedMedia","1_98_11"
"938",2022-12-31,0.593884428573202,0.067255888349134,0.301854408406816,0.730506751973842,0.531924721793214,"saturatedMedia","1_98_11"
"939",2020-01-04,83842.528273909,263000.922128744,4755.47383218998,4929.39666207932,35934.8446347433,"saturatedSpendReversed","1_98_11"
"940",2020-01-11,69629.9188130928,92399.660621022,5086.67574931212,5475.51071709275,31579.8579024512,"saturatedSpendReversed","1_98_11"
"941",2020-01-18,55374.7887424434,32462.6134911447,4646.51371242944,4396.10183162039,30662.2275791403,"saturatedSpendReversed","1_98_11"
"942",2020-01-25,44038.0698489864,11405.0340400892,3937.62607022567,4131.39661541856,25759.082929865,"saturatedSpendReversed","1_98_11"
"943",2020-02-01,51534.1109961732,46484.2442830964,792.298606682689,3759.8158532433,18753.8075704006,"saturatedSpendReversed","1_98_11"
"944",2020-02-08,40983.6828490762,16331.2294162993,3723.80238420246,3615.3591584925,17398.4275915797,"saturatedSpendReversed","1_98_11"
"945",2020-02-15,98869.6530661648,5737.62267970842,2197.87240165049,886.600472329095,25452.6908820957,"saturatedSpendReversed","1_98_11"
"946",2020-02-22,78628.3575351244,2015.78908577749,442.238854182063,217.422491950133,28253.9006587612,"saturatedSpendReversed","1_98_11"
"947",2020-02-29,104087.29669929,708.203704769611,2504.58027947828,2346.65220861161,10409.4856634934,"saturatedSpendReversed","1_98_11"
"948",2020-03-07,82777.8082144113,248.811986823489,503.952236795775,3402.14004713568,11844.3376968037,"saturatedSpendReversed","1_98_11"
"949",2020-03-14,85603.3891174304,44081.5480197718,101.401364153665,3207.64573231995,9430.36801140857,"saturatedSpendReversed","1_98_11"
"950",2020-03-21,68078.0570883497,15487.0942797772,20.4031967743621,3079.94957162844,10707.8082354989,"saturatedSpendReversed","1_98_11"
"951",2020-03-28,54140.6351396536,71529.5874706138,6475.15377835292,3288.63443213041,13749.091954041,"saturatedSpendReversed","1_98_11"
"952",2020-04-04,43056.580911542,25130.366666209,1323.7175811779,2713.143897012,14241.8266441927,"saturatedSpendReversed","1_98_11"
"953",2020-04-11,34241.7327578477,75242.8750687851,266.348194700094,2532.01540662167,7917.19591554246,"saturatedSpendReversed","1_98_11"
"954",2020-04-18,38358.2560747397,26434.9495972579,2402.2803732114,2407.59696903571,14416.5388157112,"saturatedSpendReversed","1_98_11"
"955",2020-04-25,30505.2822532928,9287.34527449591,483.368242339853,2390.41896429875,11330.9594422993,"saturatedSpendReversed","1_98_11"
"956",2020-05-02,24260.0248441919,3262.90700613436,97.2596122867953,1852.87304061252,9348.8190698389,"saturatedSpendReversed","1_98_11"
"957",2020-05-09,19293.340758297,51104.2181606633,19.569825556572,1881.04976968817,5151.44615144952,"saturatedSpendReversed","1_98_11"
"958",2020-05-16,15343.4714105365,17954.3568749787,3677.86846263715,461.292928632702,21193.286526004,"saturatedSpendReversed","1_98_11"
"959",2020-05-23,12202.2472870443,130750.539918551,740.032193646721,113.123623540174,26772.5131383029,"saturatedSpendReversed","1_98_11"
"960",2020-05-30,9704.11681100623,45936.3618070338,148.903543777337,1374.40815891283,18314.270670432,"saturatedSpendReversed","1_98_11"
"961",2020-06-06,7717.42129678343,16138.7428104021,29.9612172818983,1537.04837318934,10674.5600955734,"saturatedSpendReversed","1_98_11"
"962",2020-06-13,6137.45615721527,5669.99669225928,6.02856398337613,1896.93290041772,10929.5285110226,"saturatedSpendReversed","1_98_11"
"963",2020-06-20,25353.3393363673,125900.296830845,2554.36886892868,2091.85464156992,5784.20453170077,"saturatedSpendReversed","1_98_11"
"964",2020-06-27,20162.8241652184,44232.334263685,513.970310972124,2019.65562072487,5448.70109543252,"saturatedSpendReversed","1_98_11"
"965",2020-07-04,26155.9613503926,15540.0697509319,103.41712341318,2241.95013610309,6042.01562441171,"saturatedSpendReversed","1_98_11"
"966",2020-07-11,20801.1277166843,5459.66591824428,20.8087922332092,2456.46378569929,10580.3657770285,"saturatedSpendReversed","1_98_11"
"967",2020-07-18,18442.986878592,321561.335015903,3557.00194075614,2029.06932078321,10027.768463766,"saturatedSpendReversed","1_98_11"
"968",2020-07-25,14667.2079989507,112973.58953657,715.712368662573,2444.25867325035,17249.579440309,"saturatedSpendReversed","1_98_11"
"969",2020-08-01,39844.6866434387,203907.883139195,5246.04151281351,2879.40957431788,17840.2688131338,"saturatedSpendReversed","1_98_11"
"970",2020-08-08,31687.400229661,71638.6050950408,1055.56782362615,3239.45567877785,23366.7059569727,"saturatedSpendReversed","1_98_11"
"971",2020-08-15,53830.8112571513,25168.6676402788,1224.2708699436,794.41704378029,27528.4114171676,"saturatedSpendReversed","1_98_11"
"972",2020-08-22,42810.1863683143,8842.46461731661,888.177683173804,194.816198160399,28975.8200257771,"saturatedSpendReversed","1_98_11"
"973",2020-08-29,58036.9418503772,162752.474518382,178.712231256873,3127.77509667349,12530.563572907,"saturatedSpendReversed","1_98_11"
"974",2020-09-05,67417.0481203606,144989.679659671,98.7560013805387,3940.36276429202,7544.03200385651,"saturatedSpendReversed","1_98_11"
"975",2020-09-12,53614.9526085924,211054.707560755,19.8709173750646,4299.63497442004,13870.7553258985,"saturatedSpendReversed","1_98_11"
"976",2020-09-19,42638.519830913,106843.886599657,4541.61637133322,4454.4065560427,20104.1402133444,"saturatedSpendReversed","1_98_11"
"977",2020-09-26,33909.2601021864,199912.745172506,913.828854980224,4065.69477887776,9878.06272327683,"saturatedSpendReversed","1_98_11"
"978",2020-10-03,171503.75624225,192104.86682653,3331.04125409668,4370.37035048044,17502.5129546783,"saturatedSpendReversed","1_98_11"
"979",2020-10-10,136392.292743337,67491.8717194795,4284.41300583875,5058.4197753135,30185.2371111322,"saturatedSpendReversed","1_98_11"
"980",2020-10-17,189858.443363927,53507.5362847492,6186.49368027557,4960.48460067846,37048.1893758346,"saturatedSpendReversed","1_98_11"
"981",2020-10-24,150989.278336912,177711.243822103,7110.72125826639,5296.46779673656,30613.0704954659,"saturatedSpendReversed","1_98_11"
"982",2020-10-31,214072.470696772,62434.984960486,7838.19281320251,6192.19484180388,24635.9864806412,"saturatedSpendReversed","1_98_11"
"983",2020-11-07,170246.038520121,164537.308976571,8532.08507489561,5678.52212486305,37994.2034095696,"saturatedSpendReversed","1_98_11"
"984",2020-11-14,187716.450566602,57806.609139907,7048.77543006744,1392.55331969122,32615.7406233797,"saturatedSpendReversed","1_98_11"
"985",2020-11-21,156242.862807124,165327.229677736,8100.3938243872,341.498140808919,30745.1533335592,"saturatedSpendReversed","1_98_11"
"986",2020-11-28,124255.717483792,58084.1306182137,6361.7781833869,9617.07948403854,38633.9238586547,"saturatedSpendReversed","1_98_11"
"987",2020-12-05,113071.607071221,259487.130820329,2936.53557567794,10758.412218312,64709.5765458954,"saturatedSpendReversed","1_98_11"
"988",2020-12-12,89922.7869437084,91165.1663775697,3621.22817437502,9984.96978846326,42111.4846018862,"saturatedSpendReversed","1_98_11"
"989",2020-12-19,71513.1572033844,366948.900756564,1740.51316539419,9341.96389603916,19099.0449729281,"saturatedSpendReversed","1_98_11"
"990",2020-12-26,164593.490566467,128919.524770967,7576.76057878049,10024.2785035396,7201.49845993207,"saturatedSpendReversed","1_98_11"
"991",2021-01-02,171951.092259104,498989.074411464,5805.74797882646,9831.60363688524,49011.6248384203,"saturatedSpendReversed","1_98_11"
"992",2021-01-09,136748.046962965,175308.971375573,6641.16457865836,9491.02032912534,38816.8597782998,"saturatedSpendReversed","1_98_11"
"993",2021-01-16,114665.311727071,61590.9987227874,7324.00285646156,9034.16519109996,48851.2002279293,"saturatedSpendReversed","1_98_11"
"994",2021-01-23,91190.2170964333,21638.659413177,7976.14050657748,9215.4631875822,30988.0653535193,"saturatedSpendReversed","1_98_11"
"995",2021-01-30,112766.07007981,7602.27291177591,5885.54109163857,9486.58986009255,38192.4067592799,"saturatedSpendReversed","1_98_11"
"996",2021-02-06,89679.8016488695,2670.89343760028,1184.2429736381,7913.07869989261,17368.0203520235,"saturatedSpendReversed","1_98_11"
"997",2021-02-13,71319.9175788296,128662.093720786,8498.73941554707,1940.53730358216,25442.1154820058,"saturatedSpendReversed","1_98_11"
"998",2021-02-20,56718.7989929633,45202.6316043531,1710.05049169417,475.881154403912,28250.2226173246,"saturatedSpendReversed","1_98_11"
"999",2021-02-27,45106.9248032769,15880.9626430691,14244.7023433689,4623.36778480484,36381.2064694493,"saturatedSpendReversed","1_98_11"
"1000",2021-03-06,35872.3157283513,5579.43123042131,2866.20862874721,5800.46275221752,24925.0990573786,"saturatedSpendReversed","1_98_11"
"1001",2021-03-13,38889.1612190522,1960.21195658354,576.716291115009,5635.79035361665,34660.754502488,"saturatedSpendReversed","1_98_11"
"1002",2021-03-20,30927.4967368037,688.677887771533,116.042383342774,5155.40747048424,34750.7393196468,"saturatedSpendReversed","1_98_11"
"1003",2021-03-27,24595.8005886844,24718.2186818621,2639.2175879231,6064.26905267308,38490.0353352456,"saturatedSpendReversed","1_98_11"
"1004",2021-04-03,19560.3741145475,8684.20916122197,531.0429127477,6047.15067320519,14631.5332428663,"saturatedSpendReversed","1_98_11"
"1005",2021-04-10,15555.835807072,503412.60823512,106.852340053358,5149.61937152175,6214.73282250215,"saturatedSpendReversed","1_98_11"
"1006",2021-04-17,19840.1882737747,176863.083888727,21.4999999073574,4809.51629431199,14127.4354676307,"saturatedSpendReversed","1_98_11"
"1007",2021-04-24,15778.3644300902,358291.669059784,4.32606338602918,4446.11225734752,22810.4115590356,"saturatedSpendReversed","1_98_11"
"1008",2021-05-01,49171.0259278966,125877.994481926,0.870456953515518,3690.32742103447,13985.2827304234,"saturatedSpendReversed","1_98_11"
"1009",2021-05-08,39104.3852904004,350570.632151217,0.175146603346233,3584.98506264657,13918.9719488712,"saturatedSpendReversed","1_98_11"
"1010",2021-05-15,31098.6586121348,123165.375894054,0.0352416423808555,879.151782850951,24242.5634238456,"saturatedSpendReversed","1_98_11"
"1011",2021-05-22,24731.9209927977,84277.8792053097,3978.54187708761,215.595837579144,27833.0277936969,"saturatedSpendReversed","1_98_11"
"1012",2021-05-29,19668.6269855805,29609.2020263644,800.531368298408,2226.20425515606,15458.1093728475,"saturatedSpendReversed","1_98_11"
"1013",2021-06-05,24767.3930504103,52889.4832420978,3253.12991066063,3225.93573075196,7364.20953551056,"saturatedSpendReversed","1_98_11"
"1014",2021-06-12,19696.8369523597,18581.5709786706,654.569593355645,3017.76819135743,7355.21447787483,"saturatedSpendReversed","1_98_11"
"1015",2021-06-19,51924.041006352,6528.23130176755,162.97793070028,3913.3855899818,7738.08606718324,"saturatedSpendReversed","1_98_11"
